1775804343.777, 0.055, 0.016,-0.010,-0.008, 0.819,-0.000, 0.000,0.01587,-0.025
1775804343.877, 0.055, 0.019,-0.011,-0.002, 0.823,-0.000, 0.001,0.01927,-0.027
1775804343.977, 0.055, 0.017,-0.008, 0.003, 0.827,-0.000, 0.001,0.01731,-0.021
1775804344.077, 0.055, 0.015,-0.006,-0.005, 0.831,-0.000, 0.000,0.01546,-0.017
1775804344.177, 0.055, 0.015,-0.008,-0.007, 0.842,-0.000, 0.000,0.01492,-0.023
1775804344.277, 0.055, 0.017,-0.007,-0.019, 0.848,-0.000,-0.000,0.01730,-0.031
1775804344.377, 0.056, 0.018,-0.010,-0.009, 0.852,-0.000, 0.000,0.01806,-0.027
1775804344.477, 0.056, 0.018,-0.011,-0.004, 0.856,-0.000, 0.001,0.01839,-0.021
1775804344.577, 0.056, 0.020,-0.008, 0.010, 0.860,-0.000, 0.001,0.01966,-0.023
1775804344.677, 0.056, 0.015,-0.005, 0.015, 0.865,-0.000, 0.001,0.01479,-0.025
1775804344.777, 0.054, 0.010,-0.005, 0.011, 0.841,-0.000, 0.001,0.01025,-0.026
1775804344.877, 0.055, 0.010,-0.010, 0.003, 0.844,-0.000, 0.001,0.01022,-0.023
1775804344.977, 0.055, 0.007,-0.007,-0.003, 0.847,-0.000, 0.000,0.00712,-0.025
1775804345.077, 0.055, 0.006,-0.009,-0.007, 0.851,-0.000, 0.000,0.00632,-0.026
1775804345.177, 0.055, 0.006,-0.009,-0.017, 0.853,-0.000, 0.000,0.00582,-0.027
1775804345.277, 0.055, 0.006,-0.009,-0.003, 0.848,-0.000, 0.000,0.00593,-0.025
1775804345.377, 0.055, 0.008,-0.008,-0.002, 0.851,-0.000, 0.001,0.00824,-0.024
1775804345.477, 0.055, 0.005,-0.005, 0.002, 0.854,-0.000, 0.000,0.00507,-0.026
1775804345.577, 0.055, 0.005,-0.007, 0.004, 0.857,-0.000, 0.000,0.00474,-0.026
1775804345.677, 0.055, 0.005,-0.005, 0.005, 0.860,-0.000, 0.001,0.00492,-0.018
1775804345.777, 0.056, 0.005,-0.003, 0.000, 0.869,-0.000, 0.001,0.00477,-0.010
1775804345.877, 0.056, 0.000,-0.003, 0.002, 0.872,-0.000, 0.001,0.00011,-0.005
1775804345.977, 0.056, 0.005,-0.004, 0.001, 0.875,-0.000, 0.000,0.00519,-0.010
1775804346.077, 0.056, 0.005,-0.003,-0.008, 0.877,-0.000, 0.000,0.00519,-0.010
1775804346.177, 0.054, 0.003,-0.003,-0.009, 0.849,-0.000, 0.000,0.00273,-0.010
1775804346.277, 0.054, 0.003,-0.006,-0.004, 0.846,-0.000, 0.000,0.00306,-0.009
1775804346.377, 0.054, 0.003,-0.001, 0.000, 0.849,-0.000, 0.001,0.00331,-0.009
1775804346.477, 0.055, 0.003,-0.000, 0.010, 0.852,-0.000, 0.001,0.00306,-0.013
1775804346.577, 0.055,-0.000,-0.004, 0.002, 0.854,-0.000, 0.001,-0.00001,-0.012
1775804346.677, 0.055, 0.002,-0.005,-0.002, 0.857,-0.000, 0.000,0.00173,-0.010
1775804346.777, 0.056, 0.002,-0.003,-0.008, 0.869,-0.000, 0.000,0.00246,-0.010
1775804346.877, 0.056,-0.001,-0.003,-0.012, 0.872,-0.000, 0.000,-0.00119,-0.005
1775804346.977, 0.056, 0.000,-0.001,-0.002, 0.874,-0.000, 0.000,0.00036,-0.003
1775804347.077, 0.056, 0.001, 0.001, 0.003, 0.877, 0.000, 0.001,0.00066, 0.002
1775804347.177, 0.056,-0.002, 0.006, 0.009, 0.879, 0.000, 0.000,-0.00197, 0.012
1775804347.277, 0.056,-0.003, 0.006,-0.001, 0.876, 0.000, 0.001,-0.00261, 0.018
1775804347.377, 0.056,-0.002, 0.005,-0.005, 0.878, 0.000, 0.000,-0.00231, 0.020
1775804347.477, 0.054,-0.003, 0.006,-0.010, 0.849, 0.000,-0.000,-0.00277, 0.025
1775804347.577, 0.054,-0.008, 0.006,-0.009, 0.850, 0.000, 0.000,-0.00848, 0.030
1775804347.676, 0.055,-0.013, 0.008,-0.009, 0.852, 0.000, 0.000,-0.01299, 0.029
1775804347.776, 0.055,-0.013, 0.009,-0.001, 0.853, 0.000, 0.000,-0.01275, 0.031
1775804347.876, 0.055,-0.013, 0.009, 0.009, 0.855, 0.000, 0.001,-0.01347, 0.033
1775804347.976, 0.055,-0.020, 0.010, 0.007, 0.855, 0.000, 0.001,-0.02042, 0.032
1775804348.076, 0.055,-0.017, 0.009, 0.013, 0.855, 0.000, 0.000,-0.01658, 0.029
1775804348.176, 0.055,-0.029, 0.009, 0.007, 0.856, 0.000, 0.001,-0.02858, 0.028
1775804348.276, 0.056,-0.036, 0.011, 0.003, 0.856, 0.000, 0.000,-0.03550, 0.026
1775804348.376, 0.056,-0.036, 0.008,-0.008, 0.855, 0.000, 0.000,-0.03600, 0.029
1775804348.476, 0.056,-0.035, 0.004,-0.000, 0.853, 0.000, 0.000,-0.03510, 0.023
1775804348.576, 0.056,-0.033, 0.006,-0.003, 0.853, 0.000, 0.001,-0.03257, 0.024
1775804348.676, 0.056,-0.034, 0.003,-0.006, 0.851, 0.000, 0.000,-0.03446, 0.026
1775804348.776, 0.054,-0.032, 0.005,-0.006, 0.815, 0.000, 0.000,-0.03190, 0.024
1775804348.876, 0.054,-0.032, 0.008,-0.005, 0.814, 0.000, 0.000,-0.03237, 0.023
1775804348.976, 0.054,-0.034, 0.008,-0.002, 0.813, 0.000, 0.000,-0.03360, 0.017
1775804349.076, 0.054,-0.033, 0.006, 0.008, 0.812, 0.000, 0.001,-0.03307, 0.015
1775804349.176, 0.055,-0.033, 0.005, 0.008, 0.811, 0.000, 0.001,-0.03322, 0.014
1775804349.276, 0.055,-0.035, 0.007, 0.010, 0.817, 0.000, 0.001,-0.03536, 0.020
1775804349.376, 0.055,-0.034, 0.004, 0.004, 0.815, 0.000, 0.000,-0.03418, 0.020
1775804349.476, 0.055,-0.031, 0.006, 0.002, 0.814, 0.000, 0.000,-0.03141, 0.018
1775804349.576, 0.056,-0.033, 0.006, 0.000, 0.813, 0.000, 0.001,-0.03326, 0.017
1775804349.676, 0.056,-0.035, 0.004, 0.005, 0.812, 0.000, 0.001,-0.03527, 0.016
1775804349.776, 0.055,-0.035, 0.006,-0.001, 0.803, 0.000, 0.001,-0.03460, 0.020
1775804349.876, 0.056,-0.035, 0.006, 0.007, 0.802, 0.000, 0.000,-0.03487, 0.023
1775804349.976, 0.056,-0.033, 0.011,-0.003, 0.800, 0.000, 0.000,-0.03327, 0.028
1775804350.076, 0.056,-0.033, 0.008,-0.003, 0.799, 0.000, 0.000,-0.03327, 0.030
1775804350.176, 0.054,-0.033, 0.008,-0.000, 0.769, 0.000, 0.000,-0.03346, 0.029
1775804350.276, 0.055,-0.033, 0.008,-0.006, 0.777, 0.000, 0.000,-0.03300, 0.033
1775804350.376, 0.055,-0.032, 0.009,-0.012, 0.776, 0.000, 0.000,-0.03230, 0.033
1775804350.476, 0.055,-0.034, 0.005, 0.004, 0.774, 0.000, 0.000,-0.03441, 0.031
1775804350.576, 0.055,-0.033, 0.007, 0.002, 0.773, 0.000, 0.000,-0.03275, 0.029
1775804350.676, 0.055,-0.032, 0.010,-0.007, 0.772, 0.000, 0.000,-0.03232, 0.030
1775804350.776, 0.055,-0.034, 0.007, 0.002, 0.771, 0.000, 0.000,-0.03413, 0.031
1775804350.876, 0.056,-0.033, 0.007, 0.008, 0.769, 0.000, 0.000,-0.03302, 0.029
1775804350.976, 0.056,-0.034, 0.010,-0.002, 0.768, 0.000, 0.000,-0.03359, 0.028
1775804351.076, 0.056,-0.037, 0.007, 0.009, 0.766, 0.000, 0.001,-0.03659, 0.026
1775804351.176, 0.056,-0.033, 0.007, 0.006, 0.765, 0.000, 0.001,-0.03308, 0.027
1775804351.276, 0.056,-0.035, 0.009, 0.003, 0.756, 0.000, 0.001,-0.03451, 0.025
1775804351.376, 0.056,-0.037, 0.005,-0.007, 0.754, 0.000, 0.000,-0.03677, 0.027
1775804351.476, 0.054,-0.032, 0.004,-0.006, 0.725, 0.000, 0.000,-0.03244, 0.020
1775804351.576, 0.054,-0.032, 0.002, 0.000, 0.724, 0.000, 0.000,-0.03195, 0.018
1775804351.677, 0.054,-0.032, 0.004,-0.001, 0.723, 0.000, 0.000,-0.03204, 0.014
1775804351.777, 0.055,-0.035, 0.004,-0.001, 0.724, 0.000, 0.001,-0.03487, 0.007
1775804351.877, 0.055,-0.038,-0.001, 0.002, 0.723,-0.000, 0.000,-0.03836,-0.001
1775804351.977, 0.055,-0.035, 0.000, 0.008, 0.722, 0.000, 0.000,-0.03453, 0.015
1775804352.077, 0.055,-0.034, 0.000,-0.005, 0.720, 0.000, 0.000,-0.03413, 0.022
1775804352.177, 0.055,-0.035, 0.004,-0.002, 0.718, 0.000, 0.000,-0.03526, 0.008
1775804352.277, 0.055,-0.033, 0.003,-0.007, 0.718,-0.000, 0.000,-0.03300,-0.015
1775804352.377, 0.056,-0.034,-0.003,-0.004, 0.716,-0.000, 0.000,-0.03362,-0.004
1775804352.477, 0.056,-0.015,-0.002,-0.002, 0.716,-0.000, 0.000,-0.01508, 0.000
1775804352.577, 0.056,-0.015,-0.005, 0.002, 0.715, 0.000, 0.000,-0.01495, 0.006
1775804352.676, 0.056,-0.004,-0.001, 0.005, 0.716, 0.000, 0.000,-0.00355, 0.001
1775804352.776, 0.055,-0.005, 0.003,-0.001, 0.699, 0.000, 0.001,-0.00513, 0.001
1775804352.876, 0.055, 0.011,-0.003, 0.002, 0.701, 0.000, 0.001,0.01072, 0.001
1775804352.976, 0.055, 0.022, 0.001, 0.001, 0.704,-0.000, 0.001,0.02223,-0.004
1775804353.076, 0.055, 0.033,-0.008,-0.001, 0.709,-0.000, 0.001,0.03268,-0.007
1775804353.176, 0.055, 0.033,-0.004,-0.006, 0.714,-0.000, 0.000,0.03350,-0.016
1775804353.276, 0.055, 0.032,-0.006,-0.008, 0.718,-0.000, 0.000,0.03231,-0.019
1775804353.376, 0.056, 0.034,-0.005,-0.008, 0.723,-0.000, 0.000,0.03364,-0.017
1775804353.476, 0.056, 0.031,-0.005, 0.001, 0.728,-0.000, 0.000,0.03139,-0.024
1775804353.576, 0.056, 0.028,-0.008, 0.007, 0.734,-0.000, 0.000,0.02763,-0.023
1775804353.676, 0.056, 0.029,-0.007,-0.001, 0.738,-0.000, 0.000,0.02874,-0.022
1775804353.776, 0.056, 0.027,-0.004, 0.003, 0.742,-0.000, 0.000,0.02657,-0.024
1775804353.876, 0.056, 0.028,-0.010,-0.010, 0.747,-0.000, 0.001,0.02777,-0.024
1775804353.976, 0.056, 0.027,-0.004,-0.000, 0.752,-0.000, 0.000,0.02689,-0.024
1775804354.076, 0.057, 0.027,-0.010, 0.002, 0.757,-0.000, 0.000,0.02708,-0.022
1775804354.176, 0.055, 0.024,-0.008,-0.002, 0.734,-0.000, 0.000,0.02425,-0.023
1775804354.276, 0.055, 0.025,-0.006,-0.011, 0.738,-0.000, 0.000,0.02537,-0.024
1775804354.376, 0.055, 0.025,-0.006, 0.001, 0.742,-0.000, 0.000,0.02522,-0.023
1775804354.476, 0.055, 0.026,-0.008, 0.011, 0.748,-0.000, 0.000,0.02576,-0.022
1775804354.576, 0.055, 0.025,-0.005, 0.010, 0.752,-0.000, 0.001,0.02462,-0.022
1775804354.676, 0.055, 0.026,-0.005, 0.004, 0.757,-0.000, 0.001,0.02583,-0.024
1775804354.776, 0.056, 0.024,-0.007, 0.001, 0.765,-0.000, 0.000,0.02393,-0.023
1775804354.876, 0.056, 0.025,-0.007,-0.006, 0.769,-0.000,-0.000,0.02470,-0.020
1775804354.976, 0.056, 0.026,-0.008,-0.026, 0.773,-0.000,-0.000,0.02586,-0.024
1775804355.076, 0.056, 0.025,-0.007,-0.022, 0.778,-0.000,-0.000,0.02492,-0.027
1775804355.176, 0.056, 0.026,-0.007,-0.015, 0.782,-0.000, 0.000,0.02590,-0.018
1775804355.276, 0.056, 0.024,-0.004,-0.002, 0.781,-0.000, 0.000,0.02392,-0.017
1775804355.376, 0.056, 0.024,-0.005, 0.001, 0.787,-0.000, 0.000,0.02437,-0.022
1775804355.476, 0.054, 0.025,-0.001, 0.004, 0.763,-0.000, 0.000,0.02456,-0.023
1775804355.576, 0.055, 0.025,-0.008, 0.003, 0.768,-0.000, 0.001,0.02462,-0.016
1775804355.676, 0.055, 0.021,-0.001,-0.003, 0.773,-0.000, 0.000,0.02093,-0.010
1775804355.776, 0.055, 0.022,-0.002,-0.015, 0.778,-0.000, 0.000,0.02209,-0.002
1775804355.876, 0.055, 0.024, 0.001,-0.013, 0.783,-0.000, 0.000,0.02445,-0.002
1775804355.976, 0.055, 0.022, 0.001,-0.008, 0.786, 0.000, 0.000,0.02213, 0.003
1775804356.076, 0.055, 0.022, 0.001,-0.008, 0.791, 0.000, 0.000,0.02158, 0.004
1775804356.176, 0.056, 0.019, 0.003, 0.003, 0.795, 0.000, 0.000,0.01893, 0.005
1775804356.276, 0.056, 0.012, 0.002, 0.002, 0.797, 0.000, 0.000,0.01188, 0.008
1775804356.376, 0.056, 0.011, 0.000,-0.005, 0.800, 0.000, 0.000,0.01096, 0.005
1775804356.476, 0.056, 0.010, 0.006,-0.008, 0.803, 0.000, 0.000,0.00969, 0.011
1775804356.576, 0.056, 0.008, 0.002,-0.005, 0.806, 0.000, 0.000,0.00799, 0.016
1775804356.676, 0.056,-0.001, 0.002,-0.002, 0.808, 0.000, 0.000,-0.00084, 0.014
1775804356.776, 0.057,-0.006, 0.005,-0.001, 0.815, 0.000,-0.000,-0.00625, 0.018
1775804356.876, 0.055,-0.008, 0.004,-0.007, 0.788, 0.000,-0.000,-0.00776, 0.022
1775804356.976, 0.055,-0.010, 0.003,-0.005, 0.789, 0.000, 0.000,-0.00986, 0.020
1775804357.076, 0.055,-0.018, 0.006,-0.000, 0.790, 0.000, 0.000,-0.01783, 0.017
1775804357.176, 0.055,-0.012, 0.005,-0.001, 0.791, 0.000, 0.000,-0.01157, 0.017
1775804357.276, 0.055,-0.023, 0.007,-0.003, 0.789, 0.000, 0.000,-0.02294, 0.015
1775804357.376, 0.055,-0.027, 0.004,-0.003, 0.790, 0.000, 0.000,-0.02692, 0.015
1775804357.476, 0.056,-0.024, 0.003,-0.000, 0.789, 0.000,-0.000,-0.02381, 0.014
1775804357.576, 0.056,-0.026, 0.003,-0.004, 0.788, 0.000, 0.000,-0.02589, 0.008
1775804357.676, 0.056,-0.025, 0.000,-0.004, 0.788, 0.000, 0.000,-0.02470, 0.006
1775804357.776, 0.056,-0.026,-0.003,-0.004, 0.792,-0.000, 0.000,-0.02627,-0.002
1775804357.876, 0.056,-0.026,-0.005,-0.009, 0.791,-0.000, 0.000,-0.02617,-0.014
1775804357.976, 0.057,-0.025,-0.003,-0.007, 0.791,-0.000, 0.000,-0.02522,-0.018
1775804358.076, 0.057,-0.027,-0.006, 0.009, 0.790,-0.000, 0.000,-0.02668,-0.016
1775804358.176, 0.055,-0.025,-0.001, 0.005, 0.762,-0.000, 0.001,-0.02528,-0.016
1775804358.276, 0.055,-0.022, 0.002, 0.008, 0.760,-0.000, 0.001,-0.02187,-0.016
1775804358.376, 0.055,-0.013,-0.003, 0.002, 0.760,-0.000, 0.000,-0.01337,-0.013
1775804358.476, 0.055,-0.008,-0.005, 0.000, 0.760,-0.000, 0.000,-0.00810,-0.015
1775804358.576, 0.055,-0.007,-0.001,-0.010, 0.762,-0.000, 0.000,-0.00688,-0.010
1775804358.676, 0.056, 0.001,-0.006,-0.011, 0.763,-0.000, 0.000,0.00069,-0.012
1775804358.776, 0.056,-0.000,-0.001,-0.005, 0.768,-0.000, 0.001,-0.00009,-0.013
1775804358.876, 0.056, 0.010,-0.001,-0.004, 0.770,-0.000, 0.000,0.00963,-0.014
1775804358.976, 0.056, 0.008,-0.004,-0.015, 0.773,-0.000,-0.000,0.00799,-0.014
1775804359.076, 0.056, 0.014, 0.000,-0.013, 0.776,-0.000, 0.000,0.01413,-0.013
1775804359.176, 0.056, 0.012,-0.005, 0.007, 0.780,-0.000, 0.000,0.01190,-0.013
1775804359.276, 0.056, 0.012,-0.001, 0.009, 0.779,-0.000, 0.001,0.01195,-0.007
1775804359.376, 0.056, 0.010, 0.001, 0.014, 0.783,-0.000, 0.001,0.00971,-0.004
1775804359.476, 0.055, 0.008,-0.002, 0.017, 0.758, 0.000, 0.001,0.00753, 0.003
1775804359.576, 0.055, 0.010, 0.002, 0.009, 0.761, 0.000, 0.000,0.01040, 0.008
1775804359.676, 0.055,-0.002, 0.005,-0.012, 0.764, 0.000, 0.000,-0.00193, 0.011
1775804359.776, 0.055,-0.004, 0.005,-0.023, 0.767, 0.000,-0.000,-0.00389, 0.009
1775804359.876, 0.055,-0.005, 0.004,-0.010, 0.768, 0.000,-0.000,-0.00483,-0.001
1775804359.976, 0.055,-0.006, 0.001, 0.006, 0.770, 0.000, 0.000,-0.00552, 0.001
1775804360.076, 0.056,-0.012,-0.001, 0.004, 0.771, 0.000, 0.000,-0.01203, 0.001
1775804360.176, 0.056,-0.014, 0.001,-0.000, 0.772, 0.000, 0.000,-0.01394, 0.008
1775804360.276, 0.056,-0.025,-0.001,-0.000, 0.771, 0.000,-0.000,-0.02465, 0.008
1775804360.376, 0.056,-0.024, 0.001,-0.014, 0.771, 0.000,-0.000,-0.02360, 0.004
1775804360.476, 0.056,-0.021, 0.002,-0.018, 0.770, 0.000, 0.000,-0.02135, 0.003
1775804360.576, 0.056,-0.023, 0.001, 0.009, 0.770, 0.000, 0.001,-0.02334, 0.006
1775804360.676, 0.056,-0.024, 0.002, 0.013, 0.771, 0.000, 0.001,-0.02377, 0.008
1775804360.776, 0.057,-0.027, 0.005, 0.010, 0.772, 0.000, 0.001,-0.02739, 0.009
1775804360.876, 0.055,-0.028, 0.003, 0.009, 0.744, 0.000, 0.000,-0.02797, 0.007
1775804360.976, 0.055,-0.024, 0.004,-0.013, 0.744, 0.000,-0.000,-0.02368, 0.004
1775804361.076, 0.055,-0.003,-0.004,-0.012, 0.743, 0.000, 0.000,-0.00313, 0.004
1775804361.176, 0.055,-0.002, 0.003,-0.012, 0.745, 0.000, 0.000,-0.00245, 0.002
1775804361.276, 0.055, 0.009, 0.001,-0.007, 0.745, 0.000, 0.001,0.00905, 0.004
1775804361.376, 0.055, 0.014,-0.001, 0.000, 0.748, 0.000, 0.000,0.01387, 0.003
1775804361.476, 0.056, 0.031, 0.000,-0.002, 0.751, 0.000,-0.000,0.03072, 0.004
1775804361.576, 0.056, 0.041,-0.001,-0.011, 0.756, 0.000, 0.000,0.04098, 0.004
1775804361.676, 0.056, 0.053,-0.001,-0.002, 0.763, 0.000, 0.001,0.05272, 0.001
1775804361.776, 0.056, 0.061,-0.001, 0.002, 0.775, 0.000, 0.001,0.06141, 0.000
1775804361.876, 0.056, 0.053,-0.000, 0.004, 0.783,-0.000, 0.001,0.05333,-0.001
1775804361.976, 0.057, 0.047,-0.002,-0.000, 0.791,-0.000, 0.000,0.04693,-0.002
1775804362.076, 0.057, 0.031, 0.003,-0.004, 0.798, 0.000,-0.000,0.03082, 0.002
1775804362.176, 0.055, 0.018,-0.001,-0.005, 0.774, 0.000,-0.000,0.01845, 0.001
1775804362.276, 0.055, 0.017, 0.001,-0.007, 0.776,-0.000, 0.000,0.01673,-0.000
1775804362.376, 0.055, 0.018, 0.003, 0.007, 0.780,-0.000, 0.000,0.01789, 0.001
1775804362.476, 0.055, 0.017,-0.001,-0.001, 0.784, 0.000, 0.000,0.01744, 0.002
1775804362.576, 0.055, 0.014,-0.004, 0.001, 0.787,-0.000, 0.000,0.01386,-0.001
1775804362.676, 0.055, 0.016,-0.003,-0.000, 0.791, 0.000, 0.000,0.01550, 0.002
1775804362.776, 0.056, 0.016,-0.001,-0.000, 0.794, 0.000, 0.000,0.01565, 0.007
1775804362.876, 0.056, 0.015, 0.001, 0.004, 0.798, 0.000, 0.001,0.01520, 0.003
1775804362.976, 0.056, 0.016, 0.003,-0.001, 0.802, 0.000, 0.000,0.01607, 0.001
1775804363.076, 0.056, 0.015, 0.001, 0.002, 0.806, 0.000, 0.000,0.01502, 0.002
1775804363.176, 0.056, 0.015,-0.002,-0.012, 0.809,-0.000, 0.000,0.01483,-0.002
1775804363.276, 0.056, 0.014,-0.001,-0.002, 0.809,-0.000, 0.000,0.01446,-0.000
1775804363.376, 0.056, 0.015,-0.006,-0.002, 0.813,-0.000, 0.000,0.01499,-0.007
1775804363.476, 0.054, 0.014,-0.005,-0.005, 0.787,-0.000, 0.000,0.01354,-0.019
1775804363.576, 0.055, 0.011,-0.008, 0.004, 0.791,-0.000, 0.000,0.01106,-0.028
1775804363.676, 0.055, 0.013,-0.011, 0.004, 0.794,-0.000, 0.000,0.01347,-0.033
1775804363.776, 0.055, 0.013,-0.009, 0.001, 0.801,-0.000, 0.000,0.01325,-0.035
1775804363.876, 0.055, 0.013,-0.008, 0.004, 0.804,-0.000, 0.000,0.01259,-0.034
1775804363.976, 0.055, 0.012,-0.011,-0.007, 0.807,-0.000, 0.000,0.01244,-0.036
1775804364.076, 0.055, 0.012,-0.011,-0.005, 0.811,-0.000, 0.000,0.01161,-0.039
1775804364.176, 0.056, 0.014,-0.010,-0.006, 0.814,-0.000, 0.000,0.01351,-0.036
1775804364.276, 0.056, 0.014,-0.013, 0.004, 0.820,-0.000, 0.001,0.01398,-0.036
1775804364.376, 0.056, 0.013,-0.008,-0.004, 0.824,-0.000, 0.000,0.01305,-0.029
1775804364.476, 0.056, 0.013,-0.003, 0.005, 0.827,-0.000, 0.000,0.01281,-0.014
1775804364.576, 0.056, 0.015,-0.001,-0.008, 0.830,-0.000, 0.000,0.01548,-0.006
1775804364.676, 0.056, 0.013, 0.001,-0.009, 0.834,-0.000, 0.000,0.01329,-0.006
1775804364.776, 0.057, 0.014, 0.004,-0.003, 0.838, 0.000, 0.000,0.01401, 0.002
1775804364.876, 0.055, 0.015, 0.003, 0.002, 0.811, 0.000, 0.001,0.01520, 0.011
1775804364.976, 0.055, 0.011, 0.004, 0.003, 0.816, 0.000, 0.001,0.01076, 0.015
1775804365.076, 0.055, 0.014, 0.006, 0.007, 0.819, 0.000, 0.000,0.01398, 0.019
1775804365.176, 0.055, 0.014, 0.008, 0.001, 0.823, 0.000, 0.000,0.01365, 0.023
1775804365.276, 0.055, 0.012, 0.005,-0.005, 0.825, 0.000, 0.000,0.01210, 0.025
1775804365.376, 0.055, 0.015, 0.009,-0.005, 0.829, 0.000, 0.000,0.01498, 0.029
1775804365.476, 0.056, 0.012, 0.010,-0.007, 0.832, 0.000, 0.000,0.01211, 0.029
1775804365.576, 0.056, 0.013, 0.011, 0.009, 0.836, 0.000, 0.000,0.01286, 0.028
1775804365.676, 0.056, 0.017, 0.006, 0.007, 0.839, 0.000, 0.000,0.01705, 0.021
1775804365.776, 0.056, 0.014, 0.010, 0.004, 0.846, 0.000, 0.001,0.01397, 0.015
1775804365.876, 0.056, 0.013, 0.003,-0.002, 0.849, 0.000, 0.000,0.01305, 0.019
1775804365.976, 0.057, 0.012, 0.003,-0.006, 0.853, 0.000, 0.000,0.01242, 0.015
1775804366.076, 0.057, 0.014, 0.003,-0.004, 0.856, 0.000, 0.000,0.01443, 0.014
1775804366.176, 0.055, 0.017,-0.000,-0.003, 0.829, 0.000, 0.000,0.01658, 0.002
