1775804341.177, 22.5439384765,114.0076175668,24.5151,0.0144,15.6774,0.0052,0.0002
1775804341.277, 22.5439363091,114.0076025013,24.5406,0.0144,15.6229,0.0070,0.0004
1775804341.377, 22.5439341979,114.0075874562,24.5641,0.0144,15.6073,0.0038,0.0005
1775804341.477, 22.5439321556,114.0075723720,24.5954,0.0144,15.6206,0.0163,0.0010
1775804341.577, 22.5439301480,114.0075572974,24.6275,0.0144,15.6416,0.0130,0.0013
1775804341.677, 22.5439281229,114.0075421781,24.6598,0.0166,15.6203,0.0355,0.0024
1775804341.777, 22.5439261447,114.0075270902,24.6956,0.0166,15.6137,0.0235,0.0030
1775804341.877, 22.5439241990,114.0075120372,24.7252,0.0158,15.5797,0.0212,0.0035
1775804341.977, 22.5439223246,114.0074970248,24.7587,0.0158,15.5239,0.0099,0.0037
1775804342.077, 22.5439204521,114.0074820639,24.7921,0.0158,15.4932,0.0193,0.0042
1775804342.177, 22.5439186617,114.0074671544,24.8228,0.0158,15.4331,0.0128,0.0045
1775804342.277, 22.5439168759,114.0074523078,24.8513,0.0158,15.3748,0.0150,0.0048
1775804342.377, 22.5439150871,114.0074375171,24.8782,0.0172,15.3216,0.0209,0.0053
1775804342.477, 22.5439133516,114.0074227674,24.9041,0.0180,15.2531,0.0218,0.0057
1775804342.577, 22.5439116035,114.0074080764,24.9310,0.0239,15.1898,0.0247,0.0063
1775804342.677, 22.5439099093,114.0073934450,24.9572,0.0172,15.1271,0.0315,0.0070
1775804342.777, 22.5439081852,114.0073788738,24.9843,0.0194,15.0834,0.0350,0.0078
1775804342.877, 22.5439065114,114.0073643399,25.0106,0.0172,15.0554,0.0418,0.0088
1775804342.977, 22.5439048229,114.0073498432,25.0369,0.0164,15.0213,0.0469,0.0099
1775804343.077, 22.5439031559,114.0073353539,25.0629,0.0122,15.0011,0.0461,0.0110
1775804343.177, 22.5439014825,114.0073208860,25.0867,0.0122,14.9977,0.0479,0.0121
1775804343.277, 22.5438998359,114.0073063953,25.1090,0.0136,15.0022,0.0509,0.0132
1775804343.377, 22.5438981719,114.0072918909,25.1312,0.0136,15.0320,0.0508,0.0143
1775804343.477, 22.5438965383,114.0072773596,25.1532,0.0136,15.0626,0.0499,0.0153
1775804343.577, 22.5438948873,114.0072627933,25.1777,0.0122,15.0904,0.0507,0.0164
1775804343.677, 22.5438932539,114.0072481990,25.1997,0.0122,15.1166,0.0518,0.0174
1775804343.777, 22.5438916166,114.0072335472,25.2209,0.0122,15.1514,0.0537,0.0185
1775804343.877, 22.5438900007,114.0072188622,25.2390,0.0122,15.1875,0.0541,0.0196
1775804343.977, 22.5438883963,114.0072041513,25.2556,0.0136,15.2211,0.0518,0.0205
1775804344.077, 22.5438867972,114.0071894163,25.2725,0.0108,15.2521,0.0423,0.0212
1775804344.177, 22.5438852107,114.0071747207,25.2900,0.0108,15.2832,0.0434,0.0218
1775804344.277, 22.5438836158,114.0071599326,25.3073,0.0108,15.3121,0.0442,0.0225
1775804344.377, 22.5438820330,114.0071450977,25.3223,0.0108,15.3449,0.0457,0.0232
1775804344.477, 22.5438804535,114.0071302383,25.3364,0.0108,15.3773,0.0464,0.0239
1775804344.577, 22.5438788823,114.0071153439,25.3503,0.0122,15.4094,0.0439,0.0245
1775804344.677, 22.5438773342,114.0071004410,25.3668,0.0122,15.4374,0.0396,0.0250
1775804344.777, 22.5438757765,114.0070854875,25.3867,0.0128,15.4645,0.0420,0.0255
1775804344.877, 22.5438742302,114.0070705191,25.4111,0.0150,15.4847,0.0444,0.0260
1775804344.977, 22.5438726624,114.0070555417,25.4419,0.0200,15.4987,0.0589,0.0270
1775804345.077, 22.5438711074,114.0070405584,25.4693,0.0150,15.5136,0.0578,0.0279
1775804345.177, 22.5438695929,114.0070255565,25.4892,0.0142,15.5323,0.0377,0.0282
1775804345.277, 22.5438680981,114.0070105363,25.5078,0.0136,15.5439,0.0332,0.0284
1775804345.377, 22.5438666052,114.0069955046,25.5346,0.0186,15.5472,0.0383,0.0287
1775804345.477, 22.5438651038,114.0069804577,25.5587,0.0194,15.5596,0.0495,0.0293
1775804345.577, 22.5438635846,114.0069653980,25.5848,0.0244,15.5770,0.0605,0.0302
1775804345.677, 22.5438620844,114.0069503361,25.6073,0.0258,15.5875,0.0486,0.0308
1775804345.777, 22.5438605957,114.0069352534,25.6345,0.0280,15.5981,0.0453,0.0312
1775804345.877, 22.5438591536,114.0069201752,25.6592,0.0222,15.6005,0.0274,0.0311
1775804345.977, 22.5438577308,114.0069051028,25.6867,0.0200,15.6017,0.0143,0.0306
1775804346.077, 22.5438563005,114.0068900240,25.7160,0.0178,15.6124,0.0221,0.0303
1775804346.177, 22.5438548635,114.0068749253,25.7421,0.0186,15.6188,0.0271,0.0302
1775804346.277, 22.5438534476,114.0068598202,25.7620,0.0294,15.6242,0.0227,0.0300
1775804346.377, 22.5438520564,114.0068447077,25.7813,0.0264,15.6300,0.0155,0.0296
1775804346.477, 22.5438506762,114.0068296016,25.8060,0.0258,15.6333,0.0067,0.0289
1775804346.577, 22.5438492964,114.0068144940,25.8289,0.0250,15.6322,0.0051,0.0282
1775804346.677, 22.5438479071,114.0067993739,25.8521,0.0250,15.6322,0.0117,0.0277
1775804346.777, 22.5438465293,114.0067842511,25.8763,0.0258,15.6349,0.0168,0.0274
1775804346.877, 22.5438451552,114.0067691376,25.9078,0.0280,15.6334,0.0187,0.0271
1775804346.977, 22.5438437449,114.0067540265,25.9516,0.0164,15.6332,0.0494,0.0278
1775804347.077, 22.5438423395,114.0067389261,25.9841,0.0164,15.6315,0.0470,0.0284
1775804347.177, 22.5438409295,114.0067238020,26.0149,0.0144,15.6294,0.0457,0.0289
1775804347.277, 22.5438395089,114.0067086742,26.0413,0.0164,15.6268,0.0457,0.0294
1775804347.377, 22.5438380811,114.0066935309,26.0640,0.0186,15.6257,0.0451,0.0299
1775804347.477, 22.5438366501,114.0066784014,26.0824,0.0158,15.6216,0.0427,0.0303
1775804347.577, 22.5438351928,114.0066632784,26.0986,0.0150,15.6184,0.0496,0.0309
1775804347.676, 22.5438337193,114.0066481650,26.1142,0.0158,15.6048,0.0525,0.0315
1775804347.776, 22.5438322394,114.0066330747,26.1324,0.0186,15.5821,0.0460,0.0320
1775804347.876, 22.5438307405,114.0066180131,26.1518,0.0164,15.5584,0.0487,0.0325
1775804347.976, 22.5438292373,114.0066029680,26.1697,0.0144,15.5339,0.0418,0.0327
1775804348.076, 22.5438277412,114.0065879693,26.1924,0.0150,15.4933,0.0186,0.0323
1775804348.176, 22.5438262361,114.0065730197,26.2163,0.0158,15.4553,0.0189,0.0319
1775804348.276, 22.5438247225,114.0065581117,26.2446,0.0150,15.4011,0.0175,0.0315
1775804348.376, 22.5438231981,114.0065432589,26.2701,0.0164,15.3392,0.0171,0.0310
1775804348.476, 22.5438216627,114.0065284628,26.2917,0.0150,15.2763,0.0192,0.0307
1775804348.576, 22.5438201219,114.0065137369,26.3150,0.0144,15.2142,0.0214,0.0304
1775804348.676, 22.5438185714,114.0064990631,26.3450,0.0136,15.1541,0.0280,0.0304
1775804348.776, 22.5438170140,114.0064844574,26.3761,0.0136,15.0922,0.0372,0.0306
1775804348.876, 22.5438154473,114.0064699131,26.4089,0.0136,15.0321,0.0431,0.0309
1775804348.976, 22.5438138617,114.0064554190,26.4356,0.0200,14.9751,0.0534,0.0316
1775804349.076, 22.5438122736,114.0064409860,26.4608,0.0222,14.9157,0.0460,0.0320
1775804349.176, 22.5438106837,114.0064266200,26.4876,0.0214,14.8552,0.0452,0.0324
1775804349.276, 22.5438091246,114.0064123092,26.5111,0.0136,14.7947,0.0135,0.0318
1775804349.376, 22.5438075598,114.0063980617,26.5362,0.0136,14.7313,0.0174,0.0314
1775804349.476, 22.5438060011,114.0063838740,26.5549,0.0136,14.6684,0.0120,0.0308
1775804349.576, 22.5438044419,114.0063697518,26.5759,0.0136,14.6088,0.0132,0.0303
1775804349.676, 22.5438028872,114.0063556830,26.5992,0.0128,14.5488,0.0069,0.0297
1775804349.776, 22.5438013341,114.0063416695,26.6226,0.0136,14.4883,0.0026,0.0289
1775804349.876, 22.5437997810,114.0063277223,26.6460,0.0136,14.4251,0.0052,0.0282
1775804349.976, 22.5437982320,114.0063138366,26.6617,0.0108,14.3620,0.0095,0.0277
1775804350.076, 22.5437966750,114.0063000144,26.6798,0.0114,14.2999,0.0086,0.0272
1775804350.176, 22.5437951139,114.0062862485,26.6978,0.0122,14.2392,0.0051,0.0266
1775804350.276, 22.5437935447,114.0062725444,26.7121,0.0114,14.1786,0.0045,0.0260
1775804350.376, 22.5437919710,114.0062589038,26.7282,0.0108,14.1174,0.0061,0.0254
1775804350.476, 22.5437903892,114.0062453134,26.7454,0.0108,14.0578,0.0066,0.0249
1775804350.576, 22.5437888088,114.0062317951,26.7607,0.0108,13.9973,0.0087,0.0244
1775804350.676, 22.5437872177,114.0062183322,26.7806,0.0108,13.9364,0.0070,0.0240
1775804350.776, 22.5437856218,114.0062049338,26.8037,0.0136,13.8756,0.0107,0.0236
1775804350.876, 22.5437840205,114.0061915908,26.8272,0.0122,13.8142,0.0065,0.0232
1775804350.976, 22.5437824100,114.0061783114,26.8528,0.0150,13.7537,0.0136,0.0229
1775804351.076, 22.5437807952,114.0061650894,26.8772,0.0144,13.6932,0.0114,0.0226
1775804351.176, 22.5437791764,114.0061519340,26.9021,0.0158,13.6304,0.0109,0.0223
1775804351.276, 22.5437775595,114.0061388331,26.9275,0.0136,13.5686,0.0093,0.0219
1775804351.376, 22.5437759358,114.0061257975,26.9542,0.0136,13.5071,0.0102,0.0216
1775804351.476, 22.5437743148,114.0061128242,26.9804,0.0136,13.4421,0.0143,0.0214
1775804351.576, 22.5437726949,114.0060999161,27.0076,0.0144,13.3792,0.0148,0.0213
1775804351.677, 22.5437710783,114.0060870628,27.0301,0.0136,13.3185,0.0096,0.0210
1775804351.777, 22.5437694595,114.0060742702,27.0519,0.0144,13.2569,0.0136,0.0208
1775804351.877, 22.5437678453,114.0060615468,27.0772,0.0144,13.1941,0.0138,0.0206
1775804351.977, 22.5437662385,114.0060488869,27.1002,0.0150,13.1268,0.0100,0.0203
1775804352.077, 22.5437646388,114.0060362861,27.1214,0.0150,13.0626,0.0164,0.0202
1775804352.177, 22.5437630440,114.0060237420,27.1427,0.0158,12.9997,0.0125,0.0200
1775804352.277, 22.5437614545,114.0060112642,27.1613,0.0158,12.9350,0.0102,0.0198
1775804352.377, 22.5437598641,114.0059988429,27.1809,0.0150,12.8746,0.0105,0.0196
1775804352.477, 22.5437582884,114.0059864851,27.2015,0.0150,12.8162,0.0121,0.0194
1775804352.577, 22.5437567244,114.0059741634,27.2233,0.0172,12.7882,0.0128,0.0192
1775804352.676, 22.5437551649,114.0059618687,27.2421,0.0172,12.7556,0.0114,0.0190
1775804352.776, 22.5437536175,114.0059495929,27.2585,0.0158,12.7501,0.0020,0.0186
1775804352.876, 22.5437520659,114.0059373113,27.2752,0.0150,12.7544,0.0027,0.0182
1775804352.976, 22.5437505220,114.0059250274,27.2972,0.0158,12.7781,0.0142,0.0181
1775804353.076, 22.5437489720,114.0059127043,27.3204,0.0158,12.8228,0.0126,0.0180
1775804353.176, 22.5437474239,114.0059003314,27.3432,0.0158,12.8845,0.0081,0.0177
1775804353.276, 22.5437458774,114.0058878956,27.3671,0.0164,12.9435,0.0118,0.0176
1775804353.376, 22.5437443297,114.0058753954,27.3879,0.0150,13.0031,0.0048,0.0172
1775804353.476, 22.5437427814,114.0058628335,27.4073,0.0142,13.0618,0.0035,0.0169
1775804353.576, 22.5437412387,114.0058502240,27.4262,0.0150,13.1177,0.0052,0.0166
1775804353.676, 22.5437397017,114.0058375490,27.4498,0.0158,13.1688,0.0011,0.0162
1775804353.776, 22.5437381697,114.0058248238,27.4704,0.0172,13.2199,0.0065,0.0160
1775804353.876, 22.5437366339,114.0058120603,27.4943,0.0180,13.2691,0.0024,0.0156
1775804353.976, 22.5437350981,114.0057992387,27.5133,0.0150,13.3182,0.0097,0.0155
1775804354.076, 22.5437335617,114.0057863664,27.5281,0.0150,13.3653,0.0167,0.0155
1775804354.176, 22.5437320284,114.0057734421,27.5442,0.0144,13.4151,0.0187,0.0156
1775804354.276, 22.5437304997,114.0057604701,27.5618,0.0136,13.4620,0.0217,0.0157
1775804354.376, 22.5437289735,114.0057474443,27.5756,0.0150,13.5086,0.0227,0.0159
1775804354.476, 22.5437274528,114.0057343896,27.5943,0.0150,13.5544,0.0158,0.0159
1775804354.576, 22.5437259362,114.0057212854,27.6176,0.0158,13.6006,0.0146,0.0159
1775804354.676, 22.5437244191,114.0057081331,27.6374,0.0136,13.6455,0.0241,0.0161
1775804354.776, 22.5437228975,114.0056949302,27.6586,0.0128,13.6911,0.0299,0.0165
1775804354.876, 22.5437213838,114.0056816818,27.6800,0.0128,13.7340,0.0286,0.0168
1775804354.976, 22.5437198697,114.0056683837,27.7007,0.0164,13.7803,0.0314,0.0172
1775804355.076, 22.5437183551,114.0056550472,27.7183,0.0220,13.8274,0.0397,0.0178
