1775804342.2765, 0.02065, 0.03245,-0.26078, 0.01810, 0.05970, 0.10792,1
1775804342.4765, 0.02411, 0.03798,-0.27710, 0.01286, 0.05842, 0.08321,3
1775804342.6765, 0.02302, 0.03530,-0.23078, 0.01183, 0.05046, 0.13197,3
1775804342.8765, 0.02639, 0.04439,-0.18820, 0.01609, 0.05583, 0.13271,3
1775804343.0765, 0.03137, 0.04199,-0.12461, 0.01844, 0.06315, 0.09649,3
1775804343.2765, 0.04117, 0.03716,-0.09212, 0.01584, 0.04990, 0.05864,3
1775804343.4765, 0.04706, 0.05216,-0.09105, 0.01370, 0.05131, 0.05663,3
1775804343.6765, 0.05164, 0.06640,-0.09493, 0.01276, 0.03673, 0.05289,3
1775804343.8765, 0.05553, 0.05892,-0.11662, 0.01205, 0.04499, 0.07230,3
1775804344.0765, 0.05500, 0.06098,-0.13024, 0.01209, 0.03894, 0.06300,3
1775804344.2765, 0.05305, 0.05672,-0.11730, 0.01229, 0.04379, 0.07500,3
1775804344.4765, 0.05161, 0.03995,-0.09375, 0.01226, 0.02865, 0.06917,3
1775804344.6765, 0.04753, 0.04261,-0.11911, 0.01269, 0.03159, 0.07590,3
1775804344.8765, 0.04414, 0.04913,-0.09382, 0.00966, 0.02785, 0.05928,3
1775804345.0765, 0.04514, 0.04976,-0.08271, 0.01315, 0.02686, 0.05883,3
1775804345.2765, 0.04180, 0.04835,-0.10553, 0.01372, 0.02581, 0.05894,3
1775804345.4765, 0.04124, 0.04806,-0.10178, 0.01260, 0.02645, 0.06276,3
1775804345.6765, 0.04251, 0.03080,-0.06305, 0.01254, 0.02781, 0.05818,3
1775804345.8765, 0.03857, 0.02839,-0.07116, 0.01360, 0.02631, 0.06336,3
1775804346.0765, 0.03128, 0.02745,-0.08356, 0.01518, 0.02445, 0.06697,3
1775804346.2765, 0.02892, 0.03686,-0.10387, 0.01605, 0.03257, 0.09887,3
1775804346.4765, 0.02141, 0.05065,-0.14722, 0.01726, 0.04031, 0.11179,3
1775804346.6765, 0.01623, 0.05382,-0.14615, 0.01092, 0.03576, 0.11358,3
1775804346.8765, 0.01613, 0.05968,-0.17133, 0.00969, 0.03747, 0.12041,3
1775804347.0765, 0.01978, 0.06106,-0.16617, 0.01654, 0.03811, 0.12320,3
1775804347.2765, 0.02147, 0.05469,-0.11861, 0.02258, 0.03787, 0.12638,3
1775804347.4765, 0.02848, 0.04802,-0.08844, 0.02206, 0.03313, 0.10070,3
1775804347.6765, 0.03718, 0.05683,-0.10699, 0.02095, 0.02450, 0.08519,3
1775804347.8765, 0.04532, 0.04254,-0.05043, 0.01291, 0.02846, 0.06130,3
1775804348.0765, 0.04127, 0.04886,-0.04270, 0.01641, 0.03179, 0.05630,3
1775804348.2765, 0.03496, 0.05745,-0.06264, 0.01934, 0.03477, 0.06089,3
1775804348.4765, 0.02942, 0.05342,-0.03931, 0.01900, 0.03482, 0.06184,3
1775804348.6765, 0.02297, 0.03948, 0.00995, 0.01451, 0.04977, 0.10494,3
1775804348.8765, 0.02171, 0.05529,-0.02830, 0.01165, 0.04736, 0.12401,3
1775804349.0765, 0.02636, 0.05588,-0.02947, 0.01374, 0.04753, 0.12438,3
1775804349.2765, 0.02642, 0.05467,-0.02291, 0.01493, 0.04577, 0.11983,3
1775804349.4765, 0.02610, 0.05895,-0.03813, 0.01544, 0.04496, 0.11946,3
1775804349.6765, 0.02261, 0.07962,-0.11575, 0.01788, 0.02756, 0.06985,3
1775804349.8765, 0.01597, 0.08799,-0.14055, 0.01609, 0.03593, 0.10102,3
1775804350.0765, 0.00902, 0.08879,-0.15767, 0.00677, 0.03467, 0.09282,3
1775804350.2765, 0.00575, 0.08896,-0.16332, 0.00701, 0.03587, 0.08814,3
1775804350.4765, 0.00439, 0.09612,-0.17630, 0.00522, 0.03597, 0.07529,3
1775804350.6765, 0.00549, 0.09658,-0.17282, 0.00465, 0.03081, 0.07304,3
1775804350.8765, 0.00667, 0.08637,-0.14650, 0.00348, 0.02211, 0.04308,3
1775804351.0765, 0.00572, 0.08699,-0.15477, 0.00558, 0.02307, 0.04815,3
1775804351.2765, 0.00679, 0.09047,-0.16605, 0.00444, 0.02312, 0.04215,3
1775804351.4765, 0.00897, 0.09315,-0.18061, 0.00482, 0.02577, 0.04134,3
1775804351.6765, 0.00919, 0.09068,-0.16617, 0.00486, 0.02514, 0.04284,3
1775804351.8765, 0.01065, 0.09675,-0.17618, 0.00467, 0.02533, 0.04370,3
1775804352.0765, 0.01123, 0.10528,-0.18072, 0.00445, 0.02999, 0.04709,3
1775804352.2765, 0.01086, 0.09983,-0.17566, 0.00662, 0.03237, 0.04981,3
1775804352.4765, 0.00992, 0.09265,-0.16107, 0.00688, 0.03438, 0.04881,3
1775804352.6765, 0.01085, 0.09016,-0.15362, 0.00899, 0.03760, 0.05610,3
1775804352.8765, 0.00872, 0.09337,-0.17660, 0.00959, 0.03956, 0.09052,3
1775804353.0765, 0.00710, 0.08462,-0.14035, 0.00903, 0.04386, 0.10462,3
1775804353.2765, 0.00826, 0.09197,-0.14894, 0.00876, 0.04134, 0.10654,3
1775804353.4765, 0.00632, 0.08982,-0.19128, 0.00926, 0.05104, 0.13606,3
1775804353.6765, 0.00556, 0.09752,-0.24726, 0.00764, 0.05449, 0.14483,3
1775804353.8765, 0.00530, 0.07084,-0.21585, 0.00777, 0.06747, 0.14330,3
1775804354.0765, 0.00294, 0.06135,-0.25565, 0.01197, 0.05866, 0.10577,3
1775804354.2765, 0.00896, 0.04794,-0.29380, 0.01226, 0.04513, 0.11005,3
1775804354.4765, 0.01219, 0.04258,-0.26931, 0.01219, 0.04519, 0.10823,3
1775804354.6765, 0.01792, 0.04171,-0.24208, 0.01175, 0.02779, 0.09019,3
1775804354.8765, 0.02469, 0.03795,-0.23437, 0.00780, 0.03751, 0.09977,3
1775804355.0765, 0.02940, 0.02955,-0.22555, 0.01139, 0.04194, 0.10133,3
1775804355.2765, 0.03387, 0.02480,-0.19481, 0.01355, 0.03348, 0.05939,3
1775804355.4765, 0.03540, 0.03131,-0.19276, 0.01241, 0.03558, 0.05831,3
1775804355.6765, 0.03526, 0.03468,-0.18018, 0.01232, 0.03461, 0.05216,3
1775804355.8765, 0.03398, 0.04054,-0.21639, 0.01293, 0.03684, 0.06109,3
1775804356.0765, 0.03222, 0.04459,-0.22226, 0.01240, 0.03275, 0.05972,3
1775804356.2765, 0.02799, 0.05069,-0.20986, 0.00696, 0.03207, 0.06502,3
1775804356.4765, 0.02812, 0.05376,-0.21204, 0.00685, 0.03834, 0.06540,3
1775804356.6765, 0.02812, 0.04729,-0.19589, 0.00647, 0.03986, 0.08277,3
