1775804354.8765, 0.115, 0.029,1775804354.2765, 0.027, 0.034, 0.029
1775804354.9765, 0.115, 0.031,1775804354.2765, 0.027, 0.034, 0.029
1775804355.0765, 0.116, 0.039,1775804354.2765, 0.027, 0.034, 0.029
1775804355.1765, 0.116, 0.039,1775804354.2765, 0.027, 0.034, 0.029
1775804355.2765, 0.117, 0.042,1775804354.2765, 0.027, 0.034, 0.029
1775804355.3765, 0.117, 0.024,1775804354.2765, 0.027, 0.034, 0.029
1775804355.4765, 0.118, 0.022,1775804355.4765, 0.070, 0.069, 0.054
1775804355.5765, 0.119, 0.023,1775804355.4765, 0.070, 0.069, 0.054
1775804355.6765, 0.120, 0.023,1775804355.4765, 0.070, 0.069, 0.054
1775804355.7765, 0.121, 0.024,1775804355.4765, 0.070, 0.069, 0.054
1775804355.8765, 0.122, 0.022,1775804355.4765, 0.070, 0.069, 0.054
1775804355.9765, 0.123, 0.023,1775804355.4765, 0.070, 0.069, 0.054
1775804356.0765, 0.123, 0.030,1775804355.4765, 0.070, 0.069, 0.054
1775804356.1765, 0.124, 0.027,1775804355.4765, 0.070, 0.069, 0.054
1775804356.2765, 0.125, 0.022,1775804355.4765, 0.070, 0.069, 0.054
1775804356.3765, 0.126, 0.022,1775804355.4765, 0.070, 0.069, 0.054
1775804356.4765, 0.127, 0.023,1775804355.4765, 0.070, 0.069, 0.054
1775804356.5765, 0.128, 0.024,1775804355.4765, 0.070, 0.069, 0.054
1775804356.6765, 0.129, 0.023,1775804356.6765, 0.043, 0.055, 0.047
1775804356.7765, 0.129, 0.019,1775804356.6765, 0.043, 0.055, 0.047
1775804356.8765, 0.130, 0.024,1775804356.6765, 0.043, 0.055, 0.047
1775804356.9765, 0.131, 0.025,1775804356.6765, 0.043, 0.055, 0.047
1775804357.0765, 0.132, 0.024,1775804356.6765, 0.043, 0.055, 0.047
1775804357.1765, 0.133, 0.024,1775804356.6765, 0.043, 0.055, 0.047
1775804357.2765, 0.134, 0.014,1775804356.6765, 0.043, 0.055, 0.047
1775804357.3765, 0.135, 0.007,1775804356.6765, 0.043, 0.055, 0.047
1775804357.4765, 0.136, 0.028,1775804356.6765, 0.043, 0.055, 0.047
1775804357.5765, 0.137, 0.016,1775804356.6765, 0.043, 0.055, 0.047
1775804357.6765, 0.138, 0.014,1775804356.6765, 0.043, 0.055, 0.047
1775804357.7765, 0.139, 0.010,1775804356.6765, 0.043, 0.055, 0.047
1775804357.8765, 0.140, 0.012,1775804357.8765, 0.034, 0.034, 0.050
1775804357.9765, 0.141, 0.009,1775804357.8765, 0.034, 0.034, 0.050
1775804358.0765, 0.143, 0.005,1775804357.8765, 0.034, 0.034, 0.050
1775804358.1765, 0.144, 0.008,1775804357.8765, 0.034, 0.034, 0.050
1775804358.2765, 0.145, 0.012,1775804357.8765, 0.034, 0.034, 0.050
1775804358.3765, 0.146, 0.010,1775804357.8765, 0.034, 0.034, 0.050
1775804358.4765, 0.147, 0.011,1775804357.8765, 0.034, 0.034, 0.050
1775804358.5765, 0.148, 0.014,1775804357.8765, 0.034, 0.034, 0.050
1775804358.6765, 0.149, 0.011,1775804357.8765, 0.034, 0.034, 0.050
1775804358.7765, 0.151, 0.009,1775804357.8765, 0.034, 0.034, 0.050
1775804358.8765, 0.152, 0.008,1775804357.8765, 0.034, 0.034, 0.050
1775804358.9765, 0.153, 0.006,1775804357.8765, 0.034, 0.034, 0.050
1775804359.0765, 0.154, 0.003,1775804359.0765, 0.021, 0.023, 0.025
1775804359.1765, 0.155, 0.003,1775804359.0765, 0.021, 0.023, 0.025
1775804359.2765, 0.157, 0.004,1775804359.0765, 0.021, 0.023, 0.025
